NAME;LOCATION;STATUS;LATITUDE;NS;LONGITUDE;EW;ELEV;TYPE
West Eifel Volc Field;Germany;Radiocarbon;50.17;N;6.85;E;600;Maar
Chaine des Puys;France;Radiocarbon;45.775;N;2.97;E;1464;Cinder cone
Olot Volc Field;Spain;Holocene;42.17;N;2.53;E;893;Pyroclastic cone
Larderello;Italy;Historical;43.25;N;10.87;E;500;Explosion crater
Amiata;Italy;Pleistocene-Fumarolic;42.9;N;11.63;E;1738;Lava dome
Vulsini;Italy;Historical;42.6;N;11.93;E;800;Caldera
Alban Hills;Italy;Holocene;41.73;N;12.70;E;949;Caldera
Campi Flegrei;Italy;Historical;40.827;N;14.14;E;458;Caldera
Vesuvius;Italy;Historical;40.821;N;14.43;E;1281;Somma volcano
Ischia;Italy;Historical;40.73;N;13.90;E;789;Complex volcano
Panarea;Italy;Pleistocene-Fumarolic;38.63;N;15.07;E;421;Stratovolcano
Lipari;Italy;Historical;38.48;N;14.95;E;602;Stratovolcano
Stromboli;Italy;Historical;38.789;N;15.21;E;924;Stratovolcano
Vulcano;Italy;Historical;38.404;N;14.96;E;500;Stratovolcano
Etna;Italy;Historical;37.734;N;15.00;E;3350;Stratovolcano
Pantelleria;Italy;Historical;36.77;N;12.02;E;836;Shield volcano
Campi Flegrei Mar Sicilia;Italy;Historical;37.1;N;12.70;E;-8;Submarine volcano
Methana;Greece;Historical;37.615;N;23.34;E;760;Lava dome
Milos;Greece;Radiocarbon;36.699;N;24.44;E;751;Stratovolcano
Santorini;Greece;Historical;36.404;N;25.40;E;367;Shield volcano
Yali;Greece;Holocene;36.671;N;27.14;E;180;Lava dome
Nisyros;Greece;Historical;36.586;N;27.16;E;698;Stratovolcano
Kos;Greece;Pleistocene-Fumarolic;36.852;N;27.25;E;430;Caldera
Kula;Turkey;Holocene;38.58;N;28.52;E;750;Cinder cone
Karapinar Field;Turkey;Holocene;37.67;N;33.65;E;1302;Cinder cone
Hasan Dagi;Turkey;Anthropology;38.13;N;34.17;E;3253;Stratovolcano
Gollu Dag;Turkey;Holocene;38.25;N;34.57;E;2143;Lava dome
Acigol-Nevsehir;Turkey;Anthropology;38.57;N;34.52;E;1689;Caldera
Karaca Dag;Turkey;Holocene;37.67;N;39.83;E;1957;Shield volcano
Erciyes Dagi;Turkey;Holocene;38.52;N;35.48;E;3916;Stratovolcano
Suphan Dagi;Turkey;Holocene;38.92;N;42.82;E;4158;Stratovolcano
Girekol;Turkey;Holocene;39.17;N;43.33;E;;Unknown
Nemrut Dagi;Turkey;Historical;38.65;N;42.23;E;2948;Stratovolcano
Tendurek Dagi;Turkey;Historical;39.37;N;43.87;E;3584;Shield volcano
Ararat;Turkey;Historical;39.7;N;44.30;E;5165;Stratovolcano
Kars Plateau;Turkey;Holocene;40.75;N;42.90;E;3000;Volcanic field
Elbrus;Russia-SW;Tephrochronology;43.33;N;42.45;E;5633;Stratovolcano
Kasbek;Georgia;Tephrochronology;42.7;N;44.50;E;5050;Stratovolcano
Kabargin Oth Group;Georgia;Holocene;42.55;N;44.00;E;3650;Cinder cone
Unnamed;Georgia;Holocene;42.45;N;44.25;E;3750;Cinder cone
Unnamed;Georgia;Holocene;41.55;N;43.60;E;3400;Lava cone
Aragats;Armenia;Holocene;40.53;N;44.20;E;4095;Stratovolcano
Ghegam Ridge;Armenia;Anthropology;40.275;N;44.75;E;3597;Volcanic field
Dar-Alages;Armenia;Anthropology;39.7;N;45.54;E;3329;Pyroclastic cone
Porak;Armenia;Anthropology;40.02;N;45.78;E;2800;Stratovolcano
Tskhouk-Karckar;Armenia;Tephrochronology;39.73;N;46.02;E;3000;Pyroclastic cone
Tair, Jebel at;Red Sea;Historical;15.55;N;41.82;E;244;Stratovolcano
Zukur;Red Sea;Holocene;14.02;N;42.75;E;624;Shield volcano
Hanish;Red Sea;Holocene;13.72;N;42.73;E;422;Shield volcano
Zubair, Jebel;Red Sea;Historical;15.05;N;42.18;E;191;Shield volcano
Jalua;Ethiopia;Holocene;15.042;N;39.82;E;713;Stratovolcano
Dallol;Ethiopia;Historical;14.242;N;40.30;E;-48;Explosion crater
Alid;Ethiopia;Holocene;14.88;N;39.92;E;904;Stratovolcano
Gada Ale;Ethiopia;Holocene;13.975;N;40.41;E;287;Stratovolcano
Alu;Ethiopia;Holocene;13.82;N;40.55;E;429;Fissure vent
Borale Ale;Ethiopia;Holocene;13.725;N;40.60;E;668;Stratovolcano
Dalaffilla;Ethiopia;Holocene;13.792;N;40.55;E;613;Stratovolcano
Erta Ale;Ethiopia;Historical;13.6;N;40.67;E;613;Shield volcano
Hayli Gubbi;Ethiopia;Holocene;13.5;N;40.72;E;521;Shield volcano
Ale Bagu;Ethiopia;Holocene;13.52;N;40.63;E;1031;Stratovolcano
Nabro;Ethiopia;Holocene;13.37;N;41.70;E;2218;Stratovolcano
Mallahle;Ethiopia;Holocene;13.27;N;41.65;E;1875;Stratovolcano
Sork Ale;Ethiopia;Holocene;13.18;N;41.73;E;1611;Stratovolcano
Asavyo;Ethiopia;Holocene;13.07;N;41.60;E;1200;Shield volcano
Mat Ala;Ethiopia;Holocene;13.1;N;41.15;E;523;Shield volcano
Tat Ali;Ethiopia;Holocene;13.28;N;41.07;E;700;Shield volcano
Borawli;Ethiopia;Holocene;13.3;N;40.98;E;812;Stratovolcano
Dubbi;Ethiopia;Historical;13.58;N;41.81;E;1625;Stratovolcano
Ma Alalta;Ethiopia;Holocene;13.02;N;40.20;E;1815;Stratovolcano
Alayta;Ethiopia;Historical;12.88;N;40.57;E;1501;Shield volcano
Dabbahu;Ethiopia;Historical;12.6;N;40.48;E;1442;Stratovolcano
Dabbayra;Ethiopia;Holocene;12.38;N;40.07;E;1302;Shield volcano
Manda Hararo;Ethiopia;Holocene;12.17;N;40.82;E;600;Shield volcano
Groppo;Ethiopia;Holocene;11.73;N;40.25;E;930;Stratovolcano
Afdera;Ethiopia;Holocene;13.08;N;40.85;E;1295;Stratovolcano
Borawli;Ethiopia;Holocene;11.63;N;41.45;E;875;Lava dome
Manda-Inakir;Ethiopia;Historical;12.38;N;42.20;E;600;Fissure vent
Mousa Alli;Ethiopia;Holocene;12.47;N;42.40;E;2028;Stratovolcano
Gufa;Ethiopia;Holocene;12.55;N;42.53;E;600;Volcanic field
Assab Volc Field;Ethiopia;Holocene;12.95;N;42.43;E;987;Volcanic field
Ardoukoba;Djibouti;Historical;11.58;N;42.47;E;298;Fissure vent
Kurub;Ethiopia;Holocene;11.88;N;41.21;E;625;Shield volcano
Garbes;Djibouti;Pleistocene-Fumarolic;11.42;N;42.20;E;1000;Fumarole field
Dama Ali;Ethiopia;Historical;11.28;N;41.63;E;1068;Shield volcano
Boina;Djibouti;Pleistocene-Fumarolic;11.25;N;41.83;E;300;Fumarole field
Yangudi;Ethiopia;Holocene;10.58;N;41.04;E;1383;Complex volcano
Gabillema;Ethiopia;Holocene;11.08;N;41.27;E;1459;Stratovolcano
Ayelu;Ethiopia;Holocene;10.082;N;40.70;E;2145;Stratovolcano
Hertali;Ethiopia;Holocene;9.78;N;40.33;E;900;Fissure vent
Liado Hayk;Ethiopia;Holocene;9.57;N;40.28;E;878;Maar
Adwa;Ethiopia;Holocene;10.07;N;40.84;E;1733;Stratovolcano
Dofen;Ethiopia;Holocene;9.35;N;40.13;E;1151;Stratovolcano
Beru;Ethiopia;Holocene;8.95;N;39.75;E;1100;Volcanic field
Fentale;Ethiopia;Historical;8.975;N;39.93;E;2007;Stratovolcano
Kone;Ethiopia;Historical;8.8;N;39.69;E;1619;Caldera
Unnamed;Ethiopia;Holocene;8.7;N;39.63;E;1300;Pyroclastic cone
Boset-Bericha;Ethiopia;Holocene;8.558;N;39.48;E;2447;Stratovolcano
Bishoftu Volc Field;Ethiopia;Holocene;8.78;N;38.98;E;1850;Fissure vent
Unnamed;Ethiopia;Holocene;8.62;N;38.95;E;1800;Fissure vent
Sodore;Ethiopia;Holocene;8.43;N;39.35;E;1765;Pyroclastic cone
Gedamsa Caldera;Ethiopia;Holocene;8.35;N;39.18;E;1984;Caldera
Bora-Bericcio;Ethiopia;Holocene;8.27;N;39.03;E;2285;Pumice cone
Tullu Moje;Ethiopia;Anthropology;8.158;N;39.13;E;2349;Pumice cone
Unnamed;Ethiopia;Holocene;8.07;N;39.07;E;1800;Fissure vent
East Zway;Ethiopia;Holocene;7.95;N;38.93;E;1889;Fissure vent
Butajiri-Silti Field;Ethiopia;Holocene;8.05;N;38.35;E;2281;Fissure vent
Alutu;Ethiopia;Radiocarbon;7.77;N;38.78;E;2335;Stratovolcano
O'a Caldera;Ethiopia;Holocene;7.47;N;38.58;E;2075;Caldera
Corbetti Caldera;Ethiopia;Holocene;7.18;N;38.43;E;2320;Caldera
Bilate River Field;Ethiopia;Holocene;7.07;N;38.10;E;1700;Maar
Tepi;Ethiopia;Holocene;7.42;N;35.43;E;2728;Shield volcano
Hobicha Caldera;Ethiopia;Holocene;6.78;N;37.83;E;1800;Caldera
Chiracha;Ethiopia;Holocene;6.65;N;38.12;E;1650;Stratovolcano
Tosa Sucha;Ethiopia;Holocene;5.93;N;37.57;E;1650;Cinder cone
Unnamed;Ethiopia;Holocene;5.65;N;37.67;E;1200;Cinder cone
Korath Range;Ethiopia;Holocene;5.1;N;35.88;E;912;Tuff cone
Mega Basalt Field;Ethiopia;Holocene;4.08;N;37.42;E;1067;Pyroclastic cone
North Island;Africa-E;Holocene;4.07;N;36.05;E;520;Tuff cone
Central Island;Africa-E;Holocene;3.5;N;36.04;E;550;Tuff cone
Marsabit;Africa-E;Holocene;2.32;N;37.97;E;1707;Shield volcano
South Island;Africa-E;Historical;2.63;N;36.60;E;800;Stratovolcano
Barrier, The;Africa-E;Historical;2.32;N;36.57;E;1032;Shield volcano
Namarunu;Africa-E;Tephrochronology;1.98;N;36.43;E;817;Shield volcano
Segererua Plateau;Africa-E;Holocene;1.57;N;37.90;E;699;Pyroclastic cone
Emuruangogolak;Africa-E;Radiocarbon;1.5;N;36.33;E;1328;Shield volcano
Silali;Africa-E;Ar/Ar;1.15;N;36.23;E;1528;Shield volcano
Paka;Africa-E;Ar/Ar;0.92;N;36.18;E;1697;Shield volcano
Korosi;Africa-E;Holocene;0.77;N;36.12;E;1446;Shield volcano
Ol Kokwe;Africa-E;Holocene;0.62;N;36.08;E;1130;Shield volcano
Nyambeni Hills;Africa-E;Holocene;0.23;N;37.87;E;750;Shield volcano
Menengai;Africa-E;Tephrochronology;0.2;S;36.07;E;2278;Shield volcano
Elmenteita Badlands;Africa-E;Holocene;0.52;S;36.27;E;2126;Pyroclastic cone
Homa Mountain;Africa-E;Holocene;0.38;S;34.50;E;1751;Complex volcano
Eburru, Ol Doinyo;Africa-E;Holocene;0.65;S;36.22;E;2856;Complex volcano
Olkaria;Africa-E;Radiocarbon;0.904;S;36.29;E;2434;Pumice cone
Longonot;Africa-E;Anthropology;0.914;S;36.45;E;2776;Stratovolcano
Suswa;Africa-E;Holocene;1.175;S;36.35;E;2356;Shield volcano
Lengai, Ol Doinyo;Africa-E;Historical;2.764;S;35.91;E;2962;Stratovolcano
Chyulu Hills;Africa-E;Anthropology;2.68;S;37.88;E;2188;Volcanic field
Kilimanjaro;Africa-E;Holocene;3.07;S;37.35;E;5895;Stratovolcano
Igwisi Hills;Africa-E;Holocene;4.87;S;31.92;E;;Tuff cone
Unnamed;Africa-E;Holocene;8.63;S;33.57;E;;Pyroclastic cone
SW Usangu Basin;Africa-E;Holocene;8.75;S;33.80;E;2179;Lava dome
Ngozi;Africa-E;Holocene;8.97;S;33.57;E;2622;Caldera
Izumbwe-Mpoli;Africa-E;Holocene;8.93;S;33.40;E;1568;Pyroclastic cone
Rungwe;Africa-E;Holocene;9.13;S;33.67;E;2961;Stratovolcano
Meru;Africa-E;Historical;3.25;S;36.75;E;4565;Stratovolcano
Kieyo;Africa-E;Historical;9.23;S;33.78;E;2175;Stratovolcano
Fort Portal Field;Africa-C;Holocene;0.7;N;30.25;E;1524;Tuff cone
Kyatwa Volc Field;Africa-C;Holocene;0.45;N;30.25;E;1430;Tuff cone
Katwe-Kikorongo Field;Africa-C;Holocene;0.08;S;29.92;E;1067;Tuff cone
Bunyaruguru Field;Africa-C;Holocene;0.2;S;30.08;E;1554;Maar
Katunga;Africa-C;Holocene;0.471;S;30.19;E;1707;Tuff cone
May-ya-moto;Africa-C;Fumarolic;0.93;S;29.33;E;950;Fumarole field
Nyamuragira;Africa-C;Historical;1.408;S;29.20;E;3058;Shield volcano
Nyiragongo;Africa-C;Historical;1.52;S;29.25;E;3470;Stratovolcano
Karisimbi;Africa-C;Potassium-Argon;1.5;S;29.45;E;4507;Stratovolcano
Visoke;Africa-C;Historical;1.47;S;29.49;E;3711;Stratovolcano
Muhavura;Africa-C;Holocene;1.38;S;29.67;E;4127;Stratovolcano
Bufumbira;Africa-C;Holocene;1.23;S;29.72;E;2440;Cinder cone
Tshibinda;Africa-C;Holocene;2.32;S;28.75;E;1460;Cinder cone
Sao Tome;Africa-W;Holocene;0.2;N;6.58;E;2024;Shield volcano
San Carlos;Africa-W;Holocene;3.35;N;8.52;E;2260;Shield volcano
San Joaquin;Africa-W;Holocene;3.35;N;8.63;E;2009;Shield volcano
Santa Isabel;Africa-W;Historical;3.58;N;8.75;E;3007;Shield volcano
Tombel Graben;Africa-W;Holocene;4.75;N;9.67;E;500;Cinder cone
Cameroon;Africa-W;Historical;4.203;N;9.17;E;4095;Stratovolcano
Manengouba;Africa-W;Holocene;5.03;N;9.83;E;2411;Stratovolcano
Oku Volc Field;Africa-W;Uncertain;6.25;N;10.50;E;3011;Stratovolcano
Ngaoundere Plateau;Africa-W;Holocene;7.25;N;13.67;E;;Volcanic field
Biu Plateau;Africa-W;Holocene;10.75;N;12.00;E;;Volcanic field
Haruj;Africa-N;Holocene;27.25;N;17.50;E;1200;Volcanic field
Wau-en-Namus;Africa-N;Holocene;25.05;N;17.55;E;547;Caldera
Toh, Tarso;Africa-N;Holocene;21.33;N;16.33;E;2000;Volcanic field
Tousside, Tarso;Africa-N;Holocene;21.03;N;16.45;E;3265;Stratovolcano
Koussi, Emi;Africa-N;Holocene;19.8;N;18.53;E;3415;Pyroclastic shield
Voon, Tarso;Africa-N;Fumarolic;20.92;N;17.28;E;3100;Stratovolcano
Marra, Jebel;Africa-N;Radiocarbon;12.95;N;24.27;E;3042;Volcanic field
Kutum Volc Field;Africa-N;Holocene;14.57;N;25.85;E;;Scoria cone
Meidob Volc Field;Africa-N;Holocene;15.32;N;26.47;E;2000;Scoria cone
Bayuda Volc Field;Africa-N;Radiocarbon;18.33;N;32.75;E;670;Cinder cone
Umm Arafieb, Jebel;Africa-N;Holocene;18.17;N;33.83;E;;Shield volcano
Sharat Kovakab;Syria;Holocene;36.53;N;40.85;E;534;Volcanic field
Unnamed;Syria;Historical;36.67;N;37.00;E;;Unknown
Unnamed;Syria;Holocene;33.308;N;36.93;E;945;Volcanic field
Unnamed;Syria;Holocene;33.15;N;36.26;E;1197;Volcanic field
Es Safa;Syria;Historical;33.308;N;37.31;E;979;Volcanic field
Druze, Jabal ad;Syria;Holocene;32.658;N;36.43;E;1800;Volcanic field
Harrah, Al;Arabia-W;Holocene;31.08;N;38.42;E;1100;Volcanic field
Rahah, Harrat ar;Arabia-W;Anthropology;27.8;N;36.17;E;1950;Volcanic field
'Uwayrid, Harrat;Arabia-W;Anthropology;27.08;N;37.25;E;1920;Volcanic field
Lunayyir, Harrat;Arabia-W;Historical;25.17;N;37.75;E;1370;Volcanic field
Ithnayn, Harrat;Arabia-W;Holocene;26.58;N;40.20;E;1625;Volcanic field
Khaybar, Harrat;Arabia-W;Historical;25;N;39.92;E;2093;Volcanic field
Kishb, Harrat;Arabia-W;Holocene;22.8;N;41.38;E;1475;Volcanic field
Birk, Harrat al;Arabia-W;Holocene;18.37;N;41.63;E;381;Volcanic field
Rahat, Harrat;Arabia-W;Historical;23.08;N;39.78;E;1744;Volcanic field
Yar, Jabal;Arabia-W;Historical;17.05;N;42.83;E;305;Volcanic field
Arhab, Harra of;Arabia-S;Historical;15.63;N;44.08;E;3100;Volcanic field
Marha, Jabal el-;Arabia-S;Holocene;15.28;N;44.22;E;2650;Tuff cone
Haylan, Jabal;Arabia-S;Anthropology;15.43;N;44.78;E;1550;Volcanic field
Dhamar, Harras of;Arabia-S;Historical;14.57;N;44.67;E;3500;Volcanic field
Unnamed;Arabia-S;Uncertain;12.25;N;45.00;E;;Submarine volcano
Sawad, Harra es-;Arabia-S;Historical;13.58;N;46.12;E;1737;Volcanic field
Bal Haf, Harra of;Arabia-S;Holocene;14.05;N;48.33;E;233;Volcanic field
Bir Borhut;Arabia-S;Holocene;15.55;N;50.63;E;;Volcanic field
Unnamed;Iran;Holocene;39.33;N;45.17;E;;Volcanic field
Sahand;Iran;Holocene;37.75;N;46.43;E;3707;Stratovolcano
Sabalan;Iran;Holocene;38.25;N;47.92;E;4811;Stratovolcano
Damavand;Iran;Holocene;35.951;N;52.11;E;5670;Stratovolcano
Qal'eh Hasan Ali;Iran;Holocene;29.4;N;57.57;E;;Maar
Bazman;Iran;Fumarolic;28.07;N;60.00;E;3490;Stratovolcano
Unnamed;Iran;Holocene;28.17;N;60.67;E;;Volcanic field
Taftan;Iran;Holocene;28.6;N;61.13;E;3940;Stratovolcano
Dacht-i-Navar Group;Afghanistan;Holocene;33.95;N;67.92;E;3800;Lava dome
Vakak Group;Afghanistan;Holocene;34.25;N;67.97;E;3190;Volcanic field
Grille, La;Indian O.-W;Holocene;11.47;S;43.33;E;1087;Shield volcano
Ambre-Bobaomby;Madagascar;Holocene;12.6;S;49.15;E;1475;Volcanic field
Nosy-Be;Madagascar;Holocene;13.32;S;48.48;E;214;Cinder cone
Ankaizina Field;Madagascar;Holocene;14.3;S;48.67;E;2878;Cinder cone
Itasy Volc Field;Madagascar;Radiocarbon;19;S;46.77;E;1800;Scoria cone
Ankaratra Field;Madagascar;Holocene;19.4;S;47.20;E;2644;Cinder cone
Karthala;Indian O.-W;Historical;11.75;S;43.38;E;2361;Shield volcano
Fournaise, Piton de la;Indian O.-W;Historical;21.231;S;55.71;E;2632;Shield volcano
Boomerang Seamount;Indian O.-S;Historical;37.721;S;77.83;E;-650;Submarine volcano
Amsterdam Island;Indian O.-S;Holocene;37.83;S;77.52;E;881;Stratovolcano
St. Paul;Indian O.-S;Historical;38.72;S;77.53;E;268;Stratovolcano
McDonald Islands;Indian O.-S;Historical;53.03;S;72.60;E;230;Complex volcano
Heard;Indian O.-S;Historical;53.106;S;73.51;E;2745;Stratovolcano
Kerguelen Islands;Indian O.-S;Holocene;49.58;S;69.50;E;1840;Stratovolcano
Est, Ile de l';Indian O.-S;Holocene;46.43;S;52.20;E;1090;Stratovolcano
Possession, Ile de la;Indian O.-S;Holocene;46.42;S;51.75;E;934;Stratovolcano
Cochons, Ile aux;Indian O.-S;Holocene;46.1;S;50.23;E;775;Stratovolcano
Prince Edward Island;Indian O.-S;Holocene;46.63;S;37.95;E;672;Shield volcano
Marion Island;Indian O.-S;Historical;46.9;S;37.75;E;1230;Shield volcano
Unnamed;Indian O.-E;Uncertain;11.75;N;80.75;E;;Submarine volcano
Whangarei;New Zealand;Holocene;35.75;S;174.27;E;397;Cinder cone
Kaikohe-Bay of Islands;New Zealand;Radiocarbon;35.3;S;173.90;E;388;Volcanic field
Mayor Island;New Zealand;Radiocarbon;37.28;S;176.25;E;355;Shield volcano
Auckland Field;New Zealand;Radiocarbon;36.9;S;174.87;E;260;Volcanic field
Egmont [Taranaki];New Zealand;Radiocarbon;39.3;S;174.07;E;2518;Stratovolcano
Whale Island;New Zealand;Pleistocene-Fumarolic;37.858;S;176.98;E;354;Complex volcano
Rotorua;New Zealand;Pleistocene-Geysers;38.08;S;176.27;E;757;Caldera
White Island;New Zealand;Historical;37.52;S;177.18;E;321;Stratovolcano
Okataina;New Zealand;Historical;38.12;S;176.50;E;1111;Lava dome
Reporoa;New Zealand;Tephrochronology;38.42;S;176.33;E;592;Caldera
Maroa;New Zealand;Tephrochronology;38.42;S;176.08;E;1156;Caldera
Taupo;New Zealand;Radiocarbon;38.82;S;176.00;E;760;Caldera
Tongariro;New Zealand;Historical;39.13;S;175.64;E;1978;Stratovolcano
Ruapehu;New Zealand;Historical;39.28;S;175.57;E;2797;Stratovolcano
Rumble V;New Zealand;Fumarolic;36.139;S;178.20;E;-700;Submarine volcano
Rumble IV;New Zealand;Fumarolic;36.13;S;178.05;E;-450;Submarine volcano
Rumble III;New Zealand;Hydrophonic;35.745;S;178.48;E;-140;Submarine volcano
Healy;New Zealand;Radiocarbon;34.98;S;179.00;E;950;Submarine volcano
Curtis Island;Kermadec Is;Uncertain;30.542;S;178.56;W;137;Submarine volcano
Macauley Island;Kermadec Is;Radiocarbon;30.2;S;178.47;W;238;Caldera
Raoul Island;Kermadec Is;Historical;29.27;S;177.92;W;516;Stratovolcano
Monowai Seamount;Kermadec Is;Historical;25.887;S;177.19;W;-100;Submarine volcano
Unnamed;Tonga-SW Pacific;Historical;21.38;S;175.65;W;-500;Submarine volcano
Unnamed;Tonga-SW Pacific;Historical;20.85;S;175.53;W;-13;Submarine volcano
Hunga Tonga-Hunga Ha'apai;Tonga-SW Pacific;Historical;20.57;S;175.38;W;149;Submarine volcano
Falcon Island;Tonga-SW Pacific;Historical;20.32;S;175.42;W;-17;Submarine volcano
Kao;Tonga-SW Pacific;Holocene;19.67;S;175.03;W;1030;Stratovolcano
Tofua;Tonga-SW Pacific;Historical;19.75;S;175.07;W;515;Caldera
Metis Shoal;Tonga-SW Pacific;Historical;19.18;S;174.87;W;43;Submarine volcano
Home Reef;Tonga-SW Pacific;Historical;18.992;S;174.78;W;-2;Submarine volcano
Unnamed;Tonga-SW Pacific;Historical;18.325;S;174.37;W;-300;Submarine volcano
Late;Tonga-SW Pacific;Historical;18.806;S;174.65;W;540;Stratovolcano
Tafahi;Tonga-SW Pacific;Holocene;15.85;S;173.72;W;560;Stratovolcano
Curacoa;Tonga-SW Pacific;Historical;15.62;S;173.67;W;-33;Submarine volcano
Fonualei;Tonga-SW Pacific;Historical;18.02;S;174.33;W;180;Stratovolcano
Niuafo'ou;Tonga-SW Pacific;Historical;15.6;S;175.63;W;260;Shield volcano
Vailulu'u;Samoa-SW Pacific;Historical;14.215;S;169.06;W;-592;Submarine volcano
Ta'u;Samoa-SW Pacific;Holocene;14.23;S;169.45;W;931;Shield volcano
Ofu-Olosega;Samoa-SW Pacific;Historical;14.175;S;169.62;W;639;Shield volcano
Tutuila;Samoa-SW Pacific;Holocene;14.295;S;170.70;W;653;Tuff cone
Upolu;Samoa-SW Pacific;Holocene;13.935;S;171.72;W;1100;Shield volcano
Savai'i;Samoa-SW Pacific;Historical;13.612;S;172.53;W;1858;Shield volcano
Wallis Islands;SW Pacific;Holocene;13.3;S;176.17;W;143;Shield volcano
Taveuni;Fiji Is-SW Pacific;Radiocarbon;16.82;S;179.97;W;1241;Shield volcano
Koro;Fiji Is-SW Pacific;Holocene;17.32;S;179.40;E;522;Cinder cone
Nabukelevu;Fiji Is-SW Pacific;Radiocarbon;19.12;S;177.98;E;805;Lava dome
St. Andrew Strait;Admiralty Is-SW Pacific;Historical;2.38;S;147.35;E;270;Complex volcano
Baluan;Admiralty Is-SW Pacific;Holocene;2.57;S;147.28;E;254;Stratovolcano
Unnamed;Admiralty Is-SW Pacific;Hydrophonic;3.03;S;147.78;E;-1300;Submarine volcano
Blup Blup;New Guinea-NE of;Holocene;3.507;S;144.61;E;402;Stratovolcano
Kadovar;New Guinea-NE of;Holocene;3.63;S;144.63;E;365;Stratovolcano
Boisa;New Guinea-NE of;Holocene;3.994;S;144.96;E;240;Stratovolcano
Bam;New Guinea-NE of;Historical;3.613;S;144.82;E;685;Stratovolcano
Manam;New Guinea-NE of;Historical;4.08;S;145.04;E;1807;Stratovolcano
Karkar;New Guinea-NE of;Historical;4.649;S;145.96;E;1839;Stratovolcano
Yomba;New Guinea-NE of;Uncertain;4.9;S;146.75;E;;Submarine volcano
Unnamed;New Guinea-NE of;Uncertain;4.311;S;146.26;E;-2000;Submarine volcano
Long Island;New Guinea-NE of;Historical;5.358;S;147.12;E;1280;Complex volcano
Umboi;New Guinea-NE of;Holocene;5.589;S;147.88;E;1548;Complex volcano
Ritter Island;New Guinea-NE of;Historical;5.52;S;148.12;E;140;Stratovolcano
Sakar;New Guinea-NE of;Holocene;5.414;S;148.09;E;992;Stratovolcano
Unnamed;New Britain-SW Pac;Uncertain;5.2;S;148.57;E;;Submarine volcano
Langila;New Britain-SW Pac;Historical;5.525;S;148.42;E;1330;Complex volcano
Mundua;New Britain-SW Pac;Holocene;4.63;S;149.35;E;179;Complex volcano
Narage;New Britain-SW Pac;Pleistocene-Geysers;4.55;S;149.13;E;307;Stratovolcano
Garove;New Britain-SW Pac;Holocene;4.692;S;149.50;E;368;Stratovolcano
Dakataua;New Britain-SW Pac;Anthropology;5.056;S;150.11;E;400;Caldera
Bola;New Britain-SW Pac;Holocene;5.15;S;150.03;E;1155;Stratovolcano
Garua Harbour;New Britain-SW Pac;Holocene;5.3;S;150.07;E;565;Volcanic field
Lolo;New Britain-SW Pac;Holocene;5.468;S;150.51;E;805;Stratovolcano
Garbuna Group;New Britain-SW Pac;Historical;5.45;S;150.03;E;564;Stratovolcano
Pago;New Britain-SW Pac;Historical;5.58;S;150.52;E;742;Caldera
Sulu Range;New Britain-SW Pac;Fumarolic;5.5;S;150.94;E;610;Stratovolcano
Hargy;New Britain-SW Pac;Radiocarbon;5.33;S;151.10;E;1148;Stratovolcano
Bamus;New Britain-SW Pac;Anthropology;5.2;S;151.23;E;2248;Stratovolcano
Ulawun;New Britain-SW Pac;Historical;5.05;S;151.33;E;2334;Stratovolcano
Unnamed;New Britain-SW Pac;Uncertain;4.75;S;150.85;E;;Submarine volcano
Lolobau;New Britain-SW Pac;Historical;4.92;S;151.16;E;858;Caldera
Rabaul;New Britain-SW Pac;Historical;4.271;S;152.20;E;688;Pyroclastic shield
Tavui;New Britain-SW Pac;Radiocarbon;4.12;S;152.20;E;200;Caldera
Doma Peaks;New Guinea;Holocene;5.9;S;143.15;E;3568;Stratovolcano
Crater Mountain;New Guinea;Holocene;6.58;S;145.08;E;3233;Stratovolcano
Yelia;New Guinea;Holocene;7.05;S;145.86;E;3384;Stratovolcano
Koranga;New Guinea;Holocene;7.33;S;146.71;E;1500;Maar
Madilogo;New Guinea;Holocene;9.2;S;147.57;E;850;Pyroclastic cone
Hydrographers Range;New Guinea;Holocene;9;S;148.37;E;1915;Stratovolcano
Lamington;New Guinea;Historical;8.95;S;148.15;E;1680;Stratovolcano
Managlase Plateau;New Guinea;Anthropology;9.08;S;148.33;E;1342;Volcanic field
Musa River;New Guinea;Hot Springs;9.308;S;148.13;E;808;Hydrothermal field
Sessagara;New Guinea;Holocene;9.48;S;149.13;E;370;Pyroclastic cone
Victory;New Guinea;Historical;9.2;S;149.07;E;1925;Stratovolcano
Goodenough;D'Entrecasteaux Is;Holocene;9.48;S;150.35;E;220;Volcanic field
Waiowa;New Guinea;Historical;9.57;S;149.08;E;640;Pyroclastic cone
Iamalele;D'Entrecasteaux Is;Holocene;9.52;S;150.53;E;200;Lava dome
Dawson Strait Group;D'Entrecasteaux Is;Hydration Rind;9.62;S;150.88;E;500;Volcanic field
Lihir;New Ireland-SW Pacific;Holocene;3.125;S;152.64;E;700;Volcanic complex
Ambitle;New Ireland-SW Pacific;Radiocarbon;4.08;S;153.65;E;450;Stratovolcano
Tore;Bougainville-SW Pacific;Holocene;5.83;S;154.93;E;2200;Lava cone
Billy Mitchell;Bougainville-SW Pacific;Radiocarbon;6.092;S;155.23;E;1544;Pyroclastic shield
